financial_year,csr_state,csr_development_sector,total_csr_spent_inr,total_projects,average_project_spend_inr,median_project_spend_inr,maximum_project_spend_inr,minimum_project_spend_inr,total_csr_spent_cr,average_project_spend_cr,sector_project_share,sector_spending_share
FY 2024-25,Daman and Diu,Vocational skills,710696.0,1,710696.0,710696.0,710696.0,710696.0,0.0710696,0.0710696,0.015625,0.00552124424082653
FY 2024-25,Daman and Diu,Special education,654836.0,1,654836.0,654836.0,654836.0,654836.0,0.0654836,0.0654836,0.015625,0.005087279925152078
FY 2024-25,Daman and Diu,"Armed Forces, Veterans, War Widows/ Dependants",500000.0,1,500000.0,500000.0,500000.0,500000.0,0.05,0.05,0.015625,0.0038843923708776536
FY 2024-25,Daman and Diu,Women empowerment,286680.83,3,95560.27666666667,66667.0,220000.0,13.83,0.028668083,0.009556027666666668,0.046875,0.0022271616578577475
FY 2024-25,Daman and Diu,Environmental sustainability,164666.0,1,164666.0,164666.0,164666.0,164666.0,0.0164666,0.0164666,0.015625,0.0012792547082858795
FY 2024-25,Delhi,Education,9518972843.35,2409,3951420.8565172274,1000000.0,1488378742.56,0.0,951.897284335,0.39514208565172276,0.34512893982808024,0.3486666726593092
FY 2024-25,Delhi,Livelihood enhancement projects,4598598183.77,272,16906610.96974265,1000000.0,3789603136.57,0.0,459.85981837700007,1.6906610969742648,0.03896848137535817,0.1684402250136007
FY 2024-25,Delhi,Health care,4334983519.1,1482,2925090.0938596493,1000000.0,500000000.0,0.0,433.49835191000005,0.2925090093859649,0.21232091690544413,0.15878438824347063
FY 2024-25,Delhi,"Poverty, Eradicating Hunger, Malnutrition",1804273041.1699998,586,3078964.234078498,850084.2750000001,693259107.0,0.0,180.42730411699998,0.3078964234078498,0.08395415472779369,0.06608800005907378
FY 2024-25,Delhi,Environmental sustainability,1520566402.95,544,2795158.828952206,1095000.0,101421453.7,0.0,152.056640295,0.27951588289522056,0.07793696275071633,0.055696222375977336
FY 2024-25,Delhi,Sanitation,1039341666.26,59,17615960.445084747,915000.0,284515043.6,24719.0,103.93416662599999,1.7615960445084746,0.00845272206303725,0.038069632773899485
FY 2024-25,Delhi,Training to promote sports,909386667.01,139,6542350.122374101,594000.0,380000000.0,0.0,90.938666701,0.6542350122374101,0.01991404011461318,0.03330956276113598
FY 2024-25,Delhi,Vocational skills,812776172.71,230,3533809.4465652173,1000000.0,70382832.0,0.0,81.277617271,0.35338094465652176,0.0329512893982808,0.02977085536634763
FY 2024-25,Delhi,Art and culture,596199672.79,146,4083559.402671233,536921.0,97800000.0,0.0,59.619967278999994,0.4083559402671233,0.020916905444126076,0.021837960836024507
FY 2024-25,Delhi,Women empowerment,511626971.84000003,201,2545407.820099503,1115000.0,63141581.70000001,0.0,51.162697184,0.2545407820099503,0.028796561604584527,0.018740180989047898
FY 2024-25,Delhi,"Armed Forces, Veterans, War Widows/ Dependants",371946171.43,99,3757032.0346464645,600000.0,150000000.0,0.0,37.194617143,0.3757032034646465,0.014183381088825215,0.013623868471425027
FY 2024-25,Delhi,Animal welfare,316192661.96,214,1477535.8035514017,490000.0,52141800.0,12500.0,31.619266195999998,0.14775358035514016,0.030659025787965616,0.011581695334061299
FY 2024-25,Delhi,Special education,240577586.0,162,1485046.827160494,720500.0,21000000.0,0.0,24.0577586,0.14850468271604939,0.023209169054441262,0.00881202077234927
FY 2024-25,Delhi,Rural development projects,160439376.64000002,78,2056915.0851282054,806000.0,31825434.0,0.0,16.043937664,0.20569150851282053,0.011174785100286532,0.005876670155192464
FY 2024-25,Delhi,Senior Citizens Welfare,122676596.68,120,1022304.9723333333,500000.0,10812000.0,0.0,12.267659668,0.10223049723333333,0.017191977077363897,0.004493472298060525
FY 2024-25,Delhi,Gender equality,116349917.75,55,2115453.05,1125000.0,17750000.0,0.0,11.634991775,0.211545305,0.007879656160458453,0.004261734890274147
FY 2024-25,Delhi,Socio-economic equalities,107252867.03999999,57,1881629.2463157894,500000.0,20644710.0,0.0,10.725286703999998,0.18816292463157894,0.008166189111747851,0.0039285226357308875
FY 2024-25,Delhi,Safe drinking water,73018744.35,31,2355443.366129032,250000.0,25800106.67,0.0,7.301874434999999,0.2355443366129032,0.004441260744985674,0.0026745745631642547
FY 2024-25,Delhi,Conservation of natural resources,49347602.36,28,1762414.3699999999,1000000.0,8491000.0,20000.0,4.934760236,0.176241437,0.0040114613180515755,0.001807533712063899
FY 2024-25,Delhi,Agro forestry,38621411.0,10,3862141.1,1395574.0,15736200.0,400000.0,3.8621411,0.38621411,0.0014326647564469914,0.0014146483122057705
FY 2024-25,Delhi,Setting up homes and hostels for women,30385284.0,19,1599225.4736842106,400000.0,13000000.0,20000.0,3.0385284,0.15992254736842107,0.0027220630372492838,0.0011129704900344787
FY 2024-25,Delhi,Setting up orphanage,24849661.0,35,709990.3142857143,500000.0,3024000.0,0.0,2.4849661,0.07099903142857143,0.00501432664756447,0.0009102083554776277
FY 2024-25,Delhi,Slum area development,2685850.0,4,671462.5,425000.0,1724300.0,111550.0,0.268585,0.06714625,0.0005730659025787965,9.837893207314122e-05
FY 2024-25,Goa,Education,320121901.89,193,1658662.7040932642,700000.0000000001,28025002.0,0.0,32.012190189,0.16586627040932642,0.3852295409181637,0.30441847220086826
FY 2024-25,Goa,Health care,258243849.22,94,2747274.9917021277,836651.0,47550000.0,0.0,25.824384922,0.2747274991702128,0.18762475049900199,0.2455758183700818
FY 2024-25,Goa,Environmental sustainability,97189126.7,28,3471040.2392857145,1380592.5,21340016.0,96525.0,9.71891267,0.3471040239285714,0.05588822355289421,0.09242155969296029
FY 2024-25,Goa,Training to promote sports,84800511.65,18,4711139.536111112,710000.0,28490447.31,5000.0,8.480051165,0.4711139536111112,0.03592814371257485,0.08064066234123339
FY 2024-25,Goa,Art and culture,62105453.68,16,3881590.855,228726.84,50000000.0,0.0,6.210545368,0.3881590855,0.031936127744510975,0.05905889979094236
FY 2024-25,Goa,Rural development projects,49322073.0,25,1972882.92,500000.0,16234077.0,50000.0,4.9322073,0.197288292,0.0499001996007984,0.04690260185196257
FY 2024-25,Goa,"Poverty, Eradicating Hunger, Malnutrition",42476461.24,16,2654778.8275,588830.0,18742367.0,41334.0,4.247646124,0.26547788275,0.031936127744510975,0.040392798364741085
FY 2024-25,Goa,Vocational skills,33315116.22,13,2562701.2476923075,796138.4,15520000.0,15871.0,3.331511622,0.2562701247692307,0.02594810379241517,0.03168085882599704
FY 2024-25,Goa,Sanitation,21781777.439999998,13,1675521.3415384614,492799.99,8031066.0,22526.0,2.1781777439999996,0.16755213415384615,0.02594810379241517,0.0207132825681593
FY 2024-25,Goa,Livelihood enhancement projects,20053325.0,7,2864760.714285714,712598.0,10000000.0,344000.0,2.0053325,0.2864760714285714,0.013972055888223553,0.019069618551576437
FY 2024-25,Goa,Animal welfare,18866333.0,18,1048129.6111111111,617406.0,4652877.0,15027.0,1.8866333,0.10481296111111112,0.03592814371257485,0.01794085388717426
FY 2024-25,Goa,Safe drinking water,15055373.0,6,2509228.8333333335,680546.0,7010000.0,10140.0,1.5055373,0.25092288333333335,0.011976047904191617,0.014316838741789854
FY 2024-25,Goa,Senior Citizens Welfare,7554702.16,9,839411.3511111111,500000.0,2155819.16,155000.0,0.755470216,0.0839411351111111,0.017964071856287425,0.007184109790369955
FY 2024-25,Goa,Special education,6559301.0,19,345226.36842105264,300000.0,1232050.0,1.0,0.6559301,0.03452263684210526,0.03792415169660679,0.00623753756721012
FY 2024-25,Goa,Women empowerment,4200361.0,10,420036.1,355000.0,900000.0,0.0,0.4200361,0.04200361,0.01996007984031936,0.003994314262044731
FY 2024-25,Goa,Setting up orphanage,3848636.0,9,427626.22222222225,362636.0,800000.0,200000.0,0.3848636,0.04276262222222223,0.017964071856287425,0.0036598429668827956
FY 2024-25,Goa,Conservation of natural resources,2866432.0,2,1433216.0,1433216.0,1871106.0,995326.0,0.2866432,0.1433216,0.003992015968063872,0.0027258205232315513
FY 2024-25,Goa,Socio-economic equalities,1958675.0000000002,2,979337.5000000001,979337.5000000001,1700000.0000000002,258675.00000000003,0.19586750000000003,0.09793375000000001,0.003992015968063872,0.0018625931169274413
FY 2024-25,Goa,Slum area development,1165600.0,2,582800.0,582800.0,1065600.0,100000.0,0.11656,0.05828,0.003992015968063872,0.001108422038924592
FY 2024-25,Goa,Gender equality,100000.0,1,100000.0,100000.0,100000.0,100000.0,0.01,0.01,0.001996007984031936,9.509454692215101e-05
FY 2024-25,Gujarat,Education,13989730573.47,3767,3713759.1116193254,750000.0,1393100000.0,0.0,1398.973057347,0.3713759111619325,0.32742285962624945,0.3097879105357729
FY 2024-25,Gujarat,Health care,8394731414.29,2656,3160666.9481513556,900000.0,551590000.0,0.0,839.473141429,0.31606669481513555,0.2308561495002173,0.18589252242453058
FY 2024-25,Gujarat,Environmental sustainability,7350212996.51,721,10194470.175464632,753000.0,1600000000.0,0.0,735.021299651,1.0194470175464632,0.0626684050412864,0.16276275759733438
FY 2024-25,Gujarat,Training to promote sports,2998497558.62,135,22211093.026814815,500000.0,2715400000.0,0.0,299.849755862,2.2211093026814814,0.011734028683181226,0.06639858348616523
FY 2024-25,Gujarat,Vocational skills,2019764644.43,260,7768325.555500001,983792.5,1302400000.0,0.0,201.976464443,0.7768325555500001,0.022598870056497175,0.04472556963738583
FY 2024-25,Gujarat,Rural development projects,1831718659.8899999,478,3832047.405627615,892912.0,150525658.0,0.0,183.171865989,0.3832047405627615,0.04154715341156019,0.040561488540230034
FY 2024-25,Gujarat,Livelihood enhancement projects,1750711277.95,389,4500543.130976864,1000000.0,456392991.0,0.0,175.071127795,0.4500543130976864,0.033811386353759236,0.03876766503109427
FY 2024-25,Gujarat,"Poverty, Eradicating Hunger, Malnutrition",1705306310.96,992,1719058.7812096775,622757.5,72146000.0,0.0,170.530631096,0.17190587812096775,0.08622338113863538,0.03776221965972648
FY 2024-25,Gujarat,Animal welfare,1612538749.48,579,2785041.0181001727,400000.0,445600000.0,0.0,161.253874948,0.2785041018100173,0.05032594524119948,0.03570797930924489
FY 2024-25,Gujarat,Conservation of natural resources,735063486.88,101,7277856.305742574,1895000.0,334724221.0,0.0,73.506348688,0.7277856305742574,0.008778791829639287,0.016277209951671916
FY 2024-25,Gujarat,Art and culture,675116347.75,181,3729924.57320442,350000.00000000006,200000000.0,0.0,67.511634775,0.372992457320442,0.015732290308561495,0.014949743430701335
FY 2024-25,Gujarat,Women empowerment,602895889.1,335,1799689.22119403,900000.0,30000000.0,0.0,60.28958891,0.179968922119403,0.029117774880486745,0.013350497121730477
FY 2024-25,Gujarat,Special education,338542310.06,258,1312179.4963565893,336571.0,66600000.0,0.0,33.854231006,0.13121794963565891,0.02242503259452412,0.007496664378964359
FY 2024-25,Gujarat,Senior Citizens Welfare,225378825.0,180,1252104.5833333333,303000.0,30164437.0,0.0,22.5378825,0.12521045833333333,0.01564537157757497,0.004990777692900173
FY 2024-25,Gujarat,Sanitation,203787968.76,94,2167957.114468085,522106.25,31000000.0,0.0,20.378796876,0.2167957114468085,0.008170360712733594,0.004512670826857161
FY 2024-25,Gujarat,Socio-economic equalities,171865294.33,94,1828354.195,500000.0,50000000.0,0.0,17.186529433,0.1828354195,0.008170360712733594,0.0038057766834390353
FY 2024-25,Gujarat,Safe drinking water,157964524.89,105,1504424.0465714284,399894.0,30062075.0,0.0,15.796452488999998,0.15044240465714284,0.009126466753585397,0.003497958723897802
FY 2024-25,Gujarat,Agro forestry,149839884.48000002,33,4540602.5600000005,600000.0,40242000.00000001,36400.0,14.983988448000002,0.45406025600000005,0.0028683181225554106,0.0033180470834805486
FY 2024-25,Gujarat,Gender equality,139646532.78,52,2685510.2457692306,500000.0,30000000.0,15000.0,13.964653278,0.2685510245769231,0.004519774011299435,0.0030923260012970465
FY 2024-25,Gujarat,Setting up homes and hostels for women,48228592.72,29,1663054.9213793103,888250.0,12000000.0,50000.0,4.822859272,0.16630549213793103,0.0025206431986093004,0.001067971601622041
FY 2024-25,Gujarat,Setting up orphanage,35720848.0,22,1623674.9090909092,500000.0,20000000.0,5000.0,3.5720848,0.16236749090909092,0.0019122120817036071,0.0007910007134427014
FY 2024-25,Gujarat,"Armed Forces, Veterans, War Widows/ Dependants",11515453.0,29,397084.5862068966,200000.0,2205000.0,0.0,1.1515453,0.03970845862068966,0.0025206431986093004,0.00025499762879693946
FY 2024-25,Gujarat,Slum area development,10280999.0,15,685399.9333333333,651999.9999999999,2030285.0,11000.0,1.0280999,0.06853999333333334,0.001303780964797914,0.00022766193971385284
FY 2024-25,Haryana,Education,4832270307.47,1372,3522062.906319242,892722.6749999999,781880130.0,0.0,483.227030747,0.3522062906319242,0.3356164383561644,0.34947788086487613
FY 2024-25,Haryana,Health care,2451569359.15,704,3482342.8397017047,885020.0,488423849.7,0.0,245.15693591500002,0.3482342839701705,0.17221135029354206,0.17730160150696897
FY 2024-25,Haryana,Vocational skills,1523491879.77,192,7934853.54046875,1245156.0,543640238.0500001,0.0,152.34918797699999,0.7934853540468749,0.046966731898238745,0.11018148401876661
FY 2024-25,Haryana,Environmental sustainability,1057721365.49,414,2554882.525338164,902572.5,73169919.31,0.0,105.772136549,0.2554882525338164,0.1012720156555773,0.07649618043624791
FY 2024-25,Haryana,Rural development projects,783620138.75,158,4959621.131329114,910537.0,57286520.440000005,0.0,78.362013875,0.4959621131329114,0.038649706457925634,0.05667272070232598
FY 2024-25,Haryana,Training to promote sports,555226203.93,79,7028179.796582278,800000.0,170000000.0,0.0,55.522620393,0.7028179796582278,0.019324853228962817,0.040154888862518494
FY 2024-25,Haryana,Livelihood enhancement projects,479070799.93,121,3959262.809338843,497500.0,143480000.0,0.0,47.907079993,0.3959262809338843,0.029598825831702542,0.03464720251368447
FY 2024-25,Haryana,"Poverty, Eradicating Hunger, Malnutrition",476960885.25,287,1661884.6175958188,500000.0,29116878.0,0.0,47.696088525,0.16618846175958188,0.0702054794520548,0.03449460995071625
FY 2024-25,Haryana,Animal welfare,346565398.85,202,1715670.2913366337,500000.0,27070223.000000004,1.0,34.656539885,0.17156702913366337,0.04941291585127201,0.025064190011051136
FY 2024-25,Haryana,Special education,305378260.15999997,73,4183263.837808219,1200000.0,63264380.16,26000.0,30.537826015999997,0.4183263837808219,0.017857142857142856,0.022085467168080637
FY 2024-25,Haryana,Conservation of natural resources,216818123.0,47,4613151.55319149,1406269.0,40094185.0,0.0,21.6818123,0.46131515531914896,0.01149706457925636,0.015680649743869998
FY 2024-25,Haryana,Senior Citizens Welfare,195321455.0,76,2570019.1447368423,535700.0,69993931.0,0.0,19.5321455,0.2570019144736842,0.018590998043052837,0.01412597471530581
FY 2024-25,Haryana,Women empowerment,166443310.0,64,2600676.71875,1169000.0,48300000.0,0.0,16.644331,0.260067671875,0.015655577299412915,0.012037458908914061
FY 2024-25,Haryana,Sanitation,138600724.85,93,1490330.3747311828,806099.0499999999,15538776.0,0.0,13.860072485,0.14903303747311827,0.022749510763209392,0.010023836525046148
FY 2024-25,Haryana,Safe drinking water,67623656.19,62,1090704.1320967742,203500.0,18209000.0,10000.0,6.762365619,0.10907041320967742,0.015166340508806261,0.0048906560597578655
FY 2024-25,Haryana,Socio-economic equalities,67179805.39,39,1722559.1125641025,475000.0,38860266.0,25000.0,6.717980539,0.17225591125641024,0.009540117416829745,0.004858556026619324
FY 2024-25,Haryana,Art and culture,56719134.0,33,1718761.6363636365,300000.0,19424350.0,0.0,5.6719134,0.17187616363636365,0.008072407045009784,0.004102022754018713
FY 2024-25,Haryana,Agro forestry,32454920.0,11,2950447.272727273,409015.0,17120000.0,0.0,3.245492,0.2950447272727273,0.0026908023483365948,0.002347194164139689
FY 2024-25,Haryana,Gender equality,31017919.71,23,1348605.2047826087,600000.0,9070378.0,12400.0,3.101791971,0.13486052047826086,0.005626223091976516,0.0022432678967338523
FY 2024-25,Haryana,Setting up orphanage,20171519.95,22,916887.2704545454,554901.0,4000000.0,8246.0,2.017151995,0.09168872704545454,0.0053816046966731895,0.0014588381024654292
FY 2024-25,Haryana,Setting up homes and hostels for women,10690402.0,12,890866.8333333334,696238.5,2773597.0,72750.0,1.0690402,0.08908668333333333,0.0029354207436399216,0.000773147775027862
FY 2024-25,Haryana,"Armed Forces, Veterans, War Widows/ Dependants",9437882.55,3,3145960.85,4500000.0,4927882.55,10000.0,0.9437882550000001,0.314596085,0.0007338551859099804,0.0006825634709065932
FY 2024-25,Haryana,Slum area development,2760000.0,1,2760000.0,2760000.0,2760000.0,2760000.0,0.276,0.276,0.0002446183953033268,0.00019960782195813583
FY 2024-25,Himachal Pradesh,Education,717242653.44,260,2758625.5901538464,600000.0,76757746.0,0.0,71.724265344,0.27586255901538465,0.2813852813852814,0.31860569397267935
FY 2024-25,Himachal Pradesh,Health care,466493313.4,231,2019451.5731601731,420000.0,50000000.0,0.0,46.649331339999996,0.2019451573160173,0.25,0.20722056215784554
FY 2024-25,Himachal Pradesh,Environmental sustainability,261171699.62,89,2934513.4788764045,720000.0,42939198.0,0.0,26.117169962000002,0.29345134788764043,0.09632034632034632,0.11601483849902569
FY 2024-25,Himachal Pradesh,Rural development projects,211492750.67000002,123,1719453.2574796749,386635.00000000006,24999133.0,0.0,21.149275067,0.17194532574796748,0.1331168831168831,0.09394699865412148
FY 2024-25,Himachal Pradesh,Livelihood enhancement projects,126270095.0,21,6012861.666666667,4845530.0,14869296.0,50156.0,12.6270095,0.6012861666666667,0.022727272727272728,0.05609032180743914
FY 2024-25,Himachal Pradesh,Vocational skills,95860780.91,37,2590831.9164864863,937866.0,14758263.0,0.0,9.586078091,0.2590831916486486,0.04004329004329004,0.042582228594619485
FY 2024-25,Himachal Pradesh,Training to promote sports,93352131.68,36,2593114.768888889,223268.0,47787109.35,5100.0,9.335213168000001,0.2593114768888889,0.03896103896103896,0.041467863846476355
FY 2024-25,Himachal Pradesh,Art and culture,73942428.88,23,3214888.2121739127,178174.0,42388814.0,10000.0,7.394242888,0.32148882121739125,0.024891774891774892,0.03284589776465189
FY 2024-25,Himachal Pradesh,Women empowerment,72568798.0,28,2591742.785714286,1775000.0,12500000.0,51000.00000000001,7.2568798,0.2591742785714286,0.030303030303030304,0.0322357184652395
FY 2024-25,Himachal Pradesh,"Poverty, Eradicating Hunger, Malnutrition",51733819.82,23,2249296.5139130433,500000.0,33102301.95,30000.0,5.173381982,0.22492965139130433,0.024891774891774892,0.022980632128548516
FY 2024-25,Himachal Pradesh,Gender equality,36088134.0,7,5155447.714285715,3500000.0,17342004.0,3510.0,3.6088134,0.5155447714285715,0.007575757575757576,0.016030676538969786
FY 2024-25,Himachal Pradesh,Sanitation,13100878.0,13,1007759.8461538461,505188.0,5362916.0,0.0,1.3100878,0.10077598461538462,0.01406926406926407,0.0058195288677022035
FY 2024-25,Himachal Pradesh,Conservation of natural resources,10773014.0,4,2693253.5,2244007.0,5335000.0,950000.0,1.0773014,0.26932535,0.004329004329004329,0.004785470558932004
FY 2024-25,Himachal Pradesh,Safe drinking water,9456374.0,11,859670.3636363636,401993.0,3668000.0,0.0,0.9456374,0.08596703636363637,0.011904761904761904,0.004200607125475755
FY 2024-25,Himachal Pradesh,Special education,4722020.5,4,1180505.125,181617.75,4292421.0,66364.0,0.47220205,0.1180505125,0.004329004329004329,0.002097564347491183
FY 2024-25,Himachal Pradesh,Animal welfare,2383000.0,6,397166.6666666667,363500.0,750000.0,200000.0,0.2383,0.03971666666666667,0.006493506493506494,0.0010585502202016042
FY 2024-25,Himachal Pradesh,"Armed Forces, Veterans, War Widows/ Dependants",1455278.0,2,727639.0,727639.0,1155278.0,300000.0,0.1455278,0.0727639,0.0021645021645021645,0.0006464476908747587
FY 2024-25,Himachal Pradesh,Slum area development,1210265.0,2,605132.5,605132.5,921344.0,288921.0,0.1210265,0.06051325,0.0021645021645021645,0.0005376106933496829
FY 2024-25,Himachal Pradesh,Senior Citizens Welfare,799857.0000000001,1,799857.0000000001,799857.0000000001,799857.0000000001,799857.0000000001,0.0799857,0.0799857,0.0010822510822510823,0.0003553037362483402
FY 2024-25,Himachal Pradesh,Socio-economic equalities,694061.0,2,347030.5,347030.5,413000.00000000006,281061.0,0.0694061,0.03470305,0.0021645021645021645,0.00030830819319485755
FY 2024-25,Himachal Pradesh,Setting up orphanage,380848.0,1,380848.0,380848.0,380848.0,380848.0,0.0380848,0.0380848,0.0010822510822510823,0.00016917613691285797
FY 2024-25,Jammu and Kashmir,Environmental sustainability,942030555.09,47,20043203.299787235,1228026.0,426388427.8,0.0,94.20305550900001,2.0043203299787233,0.1,0.4238090960025148
FY 2024-25,Jammu and Kashmir,Education,383404792.08,117,3276964.0348717947,630000.0,39538056.0,0.0,38.340479208,0.3276964034871795,0.24893617021276596,0.1724895625269107
FY 2024-25,Jammu and Kashmir,Health care,337574224.85,91,3709606.8664835165,1757428.0,45500697.0,0.0,33.757422485,0.37096068664835163,0.19361702127659575,0.1518708987669299
FY 2024-25,Jammu and Kashmir,Livelihood enhancement projects,178962591.15,30,5965419.705,1012248.0,28052964.0,15000.0,17.896259115,0.5965419705,0.06382978723404255,0.08051328437675036
FY 2024-25,Jammu and Kashmir,Rural development projects,132738643.58000001,42,3160443.894761905,1013281.5,48041584.00000001,0.0,13.273864358,0.3160443894761905,0.08936170212765958,0.05971764316590053
FY 2024-25,Jammu and Kashmir,"Poverty, Eradicating Hunger, Malnutrition",81965380.0,29,2826392.4137931033,367681.0,48436532.0,50000.0,8.196538,0.28263924137931035,0.06170212765957447,0.03687531515151738
FY 2024-25,Jammu and Kashmir,Vocational skills,52769441.3,23,2294323.5347826085,855948.98,22356140.0,0.0,5.2769441299999995,0.22943235347826085,0.04893617021276596,0.023740386225342906
FY 2024-25,Jammu and Kashmir,Art and culture,26043960.0,8,3255495.0,255000.0,19910888.0,0.0,2.604396,0.3255495,0.01702127659574468,0.011716888676579218
FY 2024-25,Jammu and Kashmir,Special education,18733980.52,12,1561165.0433333332,764349.5,7473651.52,55000.0,1.873398052,0.15611650433333332,0.02553191489361702,0.008428210004240662
FY 2024-25,Jammu and Kashmir,Conservation of natural resources,15195331.0,3,5065110.333333333,622196.0,14473135.0,100000.0,1.5195331,0.5065110333333332,0.006382978723404255,0.006836210842390065
FY 2024-25,Jammu and Kashmir,Sanitation,12230935.66,12,1019244.6383333333,382110.5,3600000.0,45000.0,1.223093566,0.10192446383333333,0.02553191489361702,0.005502562265439778
FY 2024-25,Jammu and Kashmir,Animal welfare,10233333.0,8,1279166.625,750000.0,5000000.0,50000.0,1.0233333,0.1279166625,0.01702127659574468,0.004603862989782062
FY 2024-25,Jammu and Kashmir,Safe drinking water,6807099.0,4,1701774.75,731399.5,5310000.0,34300.0,0.6807099,0.170177475,0.00851063829787234,0.0030624383232601233
FY 2024-25,Jammu and Kashmir,Women empowerment,5655363.0,10,565536.3,244878.5,1929522.0,0.0,0.5655363,0.05655363000000001,0.02127659574468085,0.0025442850740304114
FY 2024-25,Jammu and Kashmir,"Armed Forces, Veterans, War Widows/ Dependants",4285710.0,5,857142.0,240000.0,2945200.0,0.0,0.428571,0.0857142,0.010638297872340425,0.0019280933840361573
FY 2024-25,Jammu and Kashmir,Setting up homes and hostels for women,3656057.0,3,1218685.6666666667,1706500.0,1714557.0,235000.0,0.3656057,0.12186856666666668,0.006382978723404255,0.0016448194846032701
FY 2024-25,Jammu and Kashmir,Training to promote sports,3215849.0,6,535974.8333333334,455974.5,1344900.0,59000.0,0.3215849,0.053597483333333334,0.01276595744680851,0.0014467747889986239
FY 2024-25,Jammu and Kashmir,Socio-economic equalities,2654770.0,6,442461.6666666667,225000.0,997570.0,50000.0,0.265477,0.04424616666666667,0.01276595744680851,0.0011943515714170276
FY 2024-25,Jammu and Kashmir,Agro forestry,1861000.0,2,930500.0,930500.0,1799000.0,62000.0,0.1861,0.09305,0.00425531914893617,0.0008372432543712218
FY 2024-25,Jammu and Kashmir,Setting up orphanage,1395300.0,4,348825.0,262000.0,671300.0,200000.0,0.13953,0.0348825,0.00851063829787234,0.0006277299907706426
FY 2024-25,Jammu and Kashmir,Senior Citizens Welfare,808823.0,5,161764.6,150000.0,300000.0,50000.0,0.0808823,0.01617646,0.010638297872340425,0.0003638804947502927
FY 2024-25,Jammu and Kashmir,Gender equality,547830.0,3,182610.0,100000.0,397830.0,50000.0,0.054783,0.018261,0.006382978723404255,0.00024646263946382935
FY 2024-25,Jharkhand,Health care,2049191655.08,418,4902372.380574162,899157.725,293779089.28,0.0,204.919165508,0.4902372380574162,0.2035053554040896,0.24336028394097797
FY 2024-25,Jharkhand,Education,1646241550.21,538,3059928.5319888475,750000.0,266528955.0,0.0,164.624155021,0.30599285319888475,0.2619279454722493,0.19550626711824123
FY 2024-25,Jharkhand,Vocational skills,840026206.47,135,6222416.344222222,1214261.0,156161000.0,0.0,84.002620647,0.6222416344222222,0.06572541382667965,0.09976080842297834
FY 2024-25,Jharkhand,Rural development projects,689542962.38,140,4925306.874142857,981368.0,147744223.0,0.0,68.954296238,0.49253068741428574,0.06815968841285297,0.08188954444465993
FY 2024-25,Jharkhand,Training to promote sports,668857472.61,83,8058523.766385542,472891.0,229737753.0,5858.0,66.885747261,0.8058523766385542,0.04040895813047712,0.07943295301193283
FY 2024-25,Jharkhand,Livelihood enhancement projects,480360159.22,138,3480870.7189855073,1055534.5,38700000.0,1530.0,48.036015922000004,0.3480870718985507,0.06718597857838364,0.05704717001550976
FY 2024-25,Jharkhand,Art and culture,356580638.44,46,7751753.009565217,674045.0,134306996.0,1501.0,35.658063844,0.7751753009565218,0.022395326192794548,0.042347217842454966
FY 2024-25,Jharkhand,Conservation of natural resources,292490029.40999997,35,8356857.9831428565,931698.0,48783629.0,0.0,29.249002940999997,0.8356857983142857,0.017039922103213243,0.034735870815530784
FY 2024-25,Jharkhand,Environmental sustainability,289632082.5,86,3367814.9127906975,943625.0,49340000.0,0.0,28.96320825,0.33678149127906976,0.04186952288218111,0.034396463435171
FY 2024-25,Jharkhand,Special education,257535236.64999998,22,11706147.120454544,1130000.0,222085798.0,101000.0,25.753523664999996,1.1706147120454544,0.010710808179162609,0.03058466891595075
FY 2024-25,Jharkhand,"Poverty, Eradicating Hunger, Malnutrition",231290955.66,99,2336272.2793939393,800000.0,21281185.0,4000.0,23.129095566,0.23362722793939392,0.048198636806231744,0.027467920095643916
FY 2024-25,Jharkhand,Safe drinking water,194505092.42,136,1430184.5030882352,607971.385,16736807.0,0.0,19.450509242,0.1430184503088235,0.06621226874391431,0.02309926180011182
FY 2024-25,Jharkhand,Animal welfare,167280706.24,52,3216936.6584615386,375000.0,130000000.0,40000.0,16.728070624,0.3216936658461539,0.02531645569620253,0.019866116508670068
FY 2024-25,Jharkhand,Women empowerment,89575907.00999999,47,1905870.3619148934,46000.0,34164000.0,1375.0,8.957590700999999,0.19058703619148934,0.022882181110029213,0.010637959660914782
FY 2024-25,Jharkhand,Sanitation,88719300.36,35,2534837.153142857,494017.29,56584723.0,0.0,8.871930036,0.2534837153142857,0.017039922103213243,0.010536229772910924
FY 2024-25,Jharkhand,Socio-economic equalities,27525889.259999998,12,2293824.105,1312370.795,11419400.0,4500.0,2.7525889259999996,0.2293824105,0.005842259006815969,0.003268951544593324
FY 2024-25,Jharkhand,Senior Citizens Welfare,13616320.81,11,1237847.3463636364,700000.0000000001,6042659.0,45100.0,1.361632081,0.12378473463636365,0.005355404089581304,0.0016170628502894632
FY 2024-25,Jharkhand,Slum area development,12727438.0,4,3181859.5,912982.0,10898074.0,3400.0000000000005,1.2727438,0.31818595,0.0019474196689386564,0.0015114998725681776
FY 2024-25,Jharkhand,Gender equality,7779270.83,8,972408.85375,346307.67000000004,3989436.48,20000.0,0.777927083,0.097240885375,0.0038948393378773127,0.0009238596855249533
