financial_year,csr_state,csr_development_sector,total_csr_spent_inr,total_projects,average_project_spend_inr,median_project_spend_inr,maximum_project_spend_inr,minimum_project_spend_inr,total_csr_spent_cr,average_project_spend_cr,sector_project_share,sector_spending_share
FY 2024-25,Jharkhand,Setting up homes and hostels for women,5093751.5,3,1697917.1666666667,1692751.94,3391999.56,9000.0,0.50937515,0.16979171666666668,0.0014605647517039922,0.000604929660089011
FY 2024-25,Jharkhand,"Armed Forces, Veterans, War Widows/ Dependants",4485413.0,2,2242706.5,2242706.5,3640000.0,845413.0,0.4485413,0.22427065,0.0009737098344693282,0.000532683889555435
FY 2024-25,Jharkhand,Agro forestry,3709000.0,2,1854500.0,1854500.0,3509000.0,200000.0,0.3709,0.18545,0.0009737098344693282,0.0004404777322313706
FY 2024-25,Jharkhand,Setting up orphanage,3635921.27,2,1817960.635,1817960.635,2872500.0,763421.2699999999,0.363592127,0.1817960635,0.0009737098344693282,0.00043179896348918975
FY 2024-25,Karnataka,Education,12812199562.33,4478,2861143.269836981,722612.0,543492598.09,0.0,1281.219956233,0.2861143269836981,0.42975047984644915,0.3817394165671693
FY 2024-25,Karnataka,Health care,6479202882.49,1644,3941120.974750608,700000.0000000001,900000000.0,0.0,647.920288249,0.3941120974750608,0.15777351247600768,0.1930478147916276
FY 2024-25,Karnataka,Environmental sustainability,4297862278.059999,684,6283424.383128654,1000000.0,1020671100.0,0.0,429.78622780599994,0.6283424383128654,0.06564299424184261,0.1280547832970455
FY 2024-25,Karnataka,Livelihood enhancement projects,1546563430.83,352,4393646.1103125,781302.0,433155346.0,0.0,154.656343083,0.43936461103125,0.03378119001919386,0.04607984904520156
FY 2024-25,Karnataka,Vocational skills,1502309098.03,350,4292311.708657143,1446641.9849999999,171498000.0,0.0,150.230909803,0.4292311708657143,0.03358925143953935,0.044761291439112484
FY 2024-25,Karnataka,"Poverty, Eradicating Hunger, Malnutrition",1436417317.6,714,2011788.9602240894,600000.0,70000000.0,0.0,143.64173176,0.20117889602240893,0.06852207293666027,0.04279804619807864
FY 2024-25,Karnataka,Rural development projects,1215366844.15,339,3585152.9325958705,600000.0,429557989.0,0.0,121.53668441500001,0.35851529325958703,0.03253358925143954,0.03621184853887253
FY 2024-25,Karnataka,Training to promote sports,1124855920.19,249,4517493.655381527,864999.9999999999,90000000.0,0.0,112.48559201900001,0.4517493655381527,0.023896353166986566,0.03351507604970265
FY 2024-25,Karnataka,Women empowerment,590794253.9,205,2881923.1897560973,600000.0,238793906.43,0.0,59.07942539,0.2881923189756097,0.019673704414587333,0.017602711595135954
FY 2024-25,Karnataka,Art and culture,494192481.93,195,2534320.420153846,500000.0,50000000.0,0.0,49.419248193,0.2534320420153846,0.01871401151631478,0.014724462322496915
FY 2024-25,Karnataka,Special education,453970690.87,257,1766422.9216731517,583628.0,38806750.0,0.0,45.397069087,0.17664229216731517,0.024664107485604606,0.013526054275710396
FY 2024-25,Karnataka,Sanitation,309237674.46999997,140,2208840.5319285714,695005.07,45000000.0,0.0,30.923767446999996,0.22088405319285714,0.013435700575815739,0.009213734835964264
FY 2024-25,Karnataka,Conservation of natural resources,302691644.44,89,3401029.7128089885,1058500.0,49475228.0,0.0,30.269164444,0.34010297128089884,0.00854126679462572,0.00901869590667452
FY 2024-25,Karnataka,Safe drinking water,243953840.24,156,1563806.6682051283,292561.995,60558357.0,0.0,24.395384024000002,0.15638066682051283,0.014971209213051824,0.007268603348666713
FY 2024-25,Karnataka,Senior Citizens Welfare,214457506.33,101,2123341.6468316833,435640.0,81751000.0,0.0,21.445750633000003,0.21233416468316835,0.009692898272552783,0.006389760239574046
FY 2024-25,Karnataka,Animal welfare,185186240.81,196,944827.7592346938,500000.0,9500000.0,0.0,18.518624081,0.09448277592346939,0.018809980806142036,0.00551762304194243
FY 2024-25,Karnataka,Gender equality,138237039.83,66,2094500.6034848487,614000.0,28658449.0,0.0,13.823703983000001,0.20945006034848487,0.006333973128598848,0.004118771853025993
FY 2024-25,Karnataka,Socio-economic equalities,111340686.0,90,1237118.7333333334,500000.0,28860558.0,0.0,11.1340686,0.12371187333333333,0.008637236084452975,0.0033173951363351124
FY 2024-25,Karnataka,Slum area development,32775447.0,14,2341103.3571428573,1149850.0,14643593.0,19978.0,3.2775447,0.23411033571428572,0.001343570057581574,0.0009765442658491366
FY 2024-25,Karnataka,Setting up homes and hostels for women,27440728.2,30,914690.94,603987.5,3486949.87,0.0,2.74407282,0.091469094,0.0028790786948176585,0.0008175963480966316
FY 2024-25,Karnataka,Setting up orphanage,17346593.45,41,423087.6451219512,200000.0,3500000.0,8191.0,1.7346593449999999,0.04230876451219512,0.0039347408829174665,0.0005168416578914604
FY 2024-25,Karnataka,"Armed Forces, Veterans, War Widows/ Dependants",14424831.59,15,961655.4393333333,500000.0,5374754.000000001,0.0,1.442483159,0.09616554393333333,0.0014395393474088292,0.000429787779097383
FY 2024-25,Karnataka,Agro forestry,11857410.0,15,790494.0,540000.0,3000000.0,13000.0,1.185741,0.0790494,0.0014395393474088292,0.000353291466728805
FY 2024-25,Kerala,Health care,2104317832.47,834,2523162.8686690647,500000.0,293220424.0,0.0,210.431783247,0.2523162868669065,0.2925289372150123,0.34663608931947876
FY 2024-25,Kerala,Education,1810673974.27,758,2388751.9449472297,300000.0,324708133.00000006,0.0,181.067397427,0.23887519449472297,0.2658716239915819,0.2982652790319208
FY 2024-25,Kerala,Environmental sustainability,502044539.14,210,2390688.2816190477,526465.5,31573025.0,0.0,50.204453914,0.23906882816190478,0.07365836548579446,0.08269984363883899
FY 2024-25,Kerala,Rural development projects,367584366.15999997,120,3063203.051333333,520425.0,39695030.0,0.0,36.758436616,0.3063203051333333,0.04209049456331112,0.06055074248509381
FY 2024-25,Kerala,Livelihood enhancement projects,196106843.18,89,2203447.6761797755,500000.0,51045507.0,0.0,19.610684318,0.22034476761797755,0.031217116801122415,0.03230391728844156
FY 2024-25,Kerala,"Poverty, Eradicating Hunger, Malnutrition",193318092.83,165,1171624.805030303,250000.0,29862444.0,5000.0,19.331809283000002,0.11716248050303031,0.05787443002455279,0.03184453729341597
FY 2024-25,Kerala,Agro forestry,121261133.0,2,60630566.5,60630566.5,120961133.0,300000.0,12.1261133,6.06305665,0.0007015082427218519,0.019974874651055567
FY 2024-25,Kerala,Vocational skills,116458259.22,58,2007901.0210344826,500000.0,20864076.7,5999.999999999999,11.645825922,0.20079010210344828,0.020343739038933707,0.019183715939711993
FY 2024-25,Kerala,Senior Citizens Welfare,105635707.42,85,1242773.0284705881,200000.0,27925547.0,5000.0,10.563570742,0.12427730284705882,0.02981410031567871,0.017400959088763258
FY 2024-25,Kerala,Training to promote sports,93317292.0,70,1333104.1714285715,228000.0,23600000.0,0.0,9.3317292,0.13331041714285716,0.024552788495264818,0.01537179444361575
FY 2024-25,Kerala,Slum area development,69286982.0,3,23095660.666666668,1400177.0,67450000.0,436805.0,6.9286982,2.3095660666666666,0.001052262364082778,0.011413374971516581
FY 2024-25,Kerala,Special education,68522077.23,72,951695.5170833333,380000.0,19470000.0,5000.0,6.852207723,0.09516955170833333,0.02525429673798667,0.011287375184752717
FY 2024-25,Kerala,Socio-economic equalities,66138782.0,68,972629.1470588235,500000.0,6799198.0,0.0,6.6138782,0.09726291470588234,0.023851280252542968,0.010894784234149371
FY 2024-25,Kerala,Setting up homes and hostels for women,51289561.78,52,986337.7265384615,375000.0,11254977.0,1.28,5.128956178,0.09863377265384615,0.01823921431076815,0.008448729960844671
FY 2024-25,Kerala,Gender equality,46932543.82,18,2607363.5455555557,396150.0,20403263.0,0.0,4.693254382,0.26073635455555555,0.006313574184496668,0.007731015344048225
FY 2024-25,Kerala,Women empowerment,46653790.14,70,666482.7162857143,200000.5,9696977.0,867.0000000000001,4.665379014,0.06664827162857143,0.024552788495264818,0.0076850973348826625
FY 2024-25,Kerala,Art and culture,45412195.0,36,1261449.861111111,300000.0,10000000.0,10000.0,4.5412195,0.1261449861111111,0.012627148368993335,0.007480574198117482
FY 2024-25,Kerala,Conservation of natural resources,20474616.560000002,12,1706218.0466666669,1181452.5,5446125.000000001,0.0,2.0474616560000003,0.17062180466666668,0.004209049456331112,0.003372703925786563
FY 2024-25,Kerala,Setting up orphanage,13917987.620000001,24,579916.1508333334,462505.0,1857560.0,0.0,1.391798762,0.05799161508333334,0.008418098912662224,0.0022926559502329837
FY 2024-25,Kerala,Sanitation,11214959.0,49,228876.7142857143,85329.0,2221000.0,0.0,1.1214959,0.02288767142857143,0.017186951946685375,0.0018473965622746364
FY 2024-25,Kerala,Safe drinking water,10550128.5,44,239775.64772727274,46400.0,6523000.0,9000.0,1.05501285,0.023977564772727274,0.015433181339880744,0.0017378816206511025
FY 2024-25,Kerala,Animal welfare,9121388.16,11,829217.1054545455,250000.0,5931999.999999999,0.0,0.912138816,0.08292171054545455,0.003858295334970186,0.0015025307832116526
FY 2024-25,Kerala,"Armed Forces, Veterans, War Widows/ Dependants",450000.0,1,450000.0,450000.0,450000.0,450000.0,0.045,0.045,0.00035075412136092597,7.41267491948554e-05
FY 2024-25,Ladakh,Health care,113818145.0,20,5690907.25,1710599.5,41458741.0,0.0,11.3818145,0.569090725,0.24691358024691357,0.44497488407114527
FY 2024-25,Ladakh,Education,65018904.55,23,2826908.893478261,2013992.0,9000000.0,0.0,6.501890455,0.2826908893478261,0.2839506172839506,0.25419303323357717
FY 2024-25,Ladakh,Environmental sustainability,39219724.0,9,4357747.111111111,1914000.0,26737724.0,0.0,3.9219724,0.4357747111111111,0.1111111111111111,0.15333049172609792
FY 2024-25,Ladakh,Vocational skills,11737042.73,4,2934260.6825,586126.365,10562190.0,2599.9999999999995,1.173704273,0.29342606825,0.04938271604938271,0.045886262055314896
FY 2024-25,Ladakh,"Poverty, Eradicating Hunger, Malnutrition",9992100.0,2,4996050.0,4996050.0,9000000.0,992100.0,0.99921,0.499605,0.024691358024691357,0.03906436481746641
FY 2024-25,Ladakh,Art and culture,3492450.0,4,873112.5,513725.0,2465000.0,0.0,0.349245,0.08731125,0.04938271604938271,0.013653820608957134
FY 2024-25,Ladakh,Livelihood enhancement projects,3413100.0,1,3413100.0,3413100.0,3413100.0,3413100.0,0.34131,0.34131,0.012345679012345678,0.013343599799691217
FY 2024-25,Ladakh,Sanitation,2500000.0,1,2500000.0,2500000.0,2500000.0,2500000.0,0.25,0.25,0.012345679012345678,0.009773812516254443
FY 2024-25,Ladakh,Special education,2304680.0,1,2304680.0,2304680.0,2304680.0,2304680.0,0.230468,0.230468,0.012345679012345678,0.009010204091984516
FY 2024-25,Ladakh,Training to promote sports,1610721.189999999,6,268453.5316666665,114175.055,1000000.0,40163.00000000001,0.1610721189999999,0.02684535316666665,0.07407407407407407,0.0062971547708072974
FY 2024-25,Ladakh,Safe drinking water,1109615.5,4,277403.875,323511.5,435886.0,26706.5,0.11096155,0.0277403875,0.04938271604938271,0.004338069544851973
FY 2024-25,Ladakh,Rural development projects,1049066.0,5,209813.2,250000.0,481721.0,0.0,0.1049066,0.02098132,0.06172839506172839,0.004101349760470794
FY 2024-25,Ladakh,Women empowerment,520000.0,1,520000.0,520000.0,520000.0,520000.0,0.052,0.052,0.012345679012345678,0.0020329530033809246
FY 2024-25,Lakshadweep,Health care,5670000.0,2,2835000.0,2835000.0,3900000.0,1770000.0,0.567,0.2835,1.0,1.0
FY 2024-25,MAHARASHTRA,Health care,50000.0,1,50000.0,50000.0,50000.0,50000.0,0.005,0.005,1.0,1.0
FY 2024-25,Madhya Pradesh,Education,3089163695.4,784,3940259.8155612247,615884.5,358168000.0,0.0,308.91636954,0.39402598155612245,0.29015544041450775,0.2599970694535011
FY 2024-25,Madhya Pradesh,Health care,2344294480.82,593,3953279.057032041,840000.0,264992000.0,0.0,234.42944808200002,0.3953279057032041,0.21946706143597336,0.19730572900905938
FY 2024-25,Madhya Pradesh,Rural development projects,2251402963.2,178,12648331.253932584,969282.5,1241714041.35,0.0,225.14029631999998,1.2648331253932583,0.06587712805329386,0.1894875863854581
FY 2024-25,Madhya Pradesh,Environmental sustainability,2074667190.27,228,9099417.50118421,871990.0,729372779.43,0.0,207.466719027,0.909941750118421,0.0843819393042191,0.17461275696226386
FY 2024-25,Madhya Pradesh,Livelihood enhancement projects,599597514.58,125,4796780.116640001,500000.0,138130099.0,0.0,59.95975145800001,0.47967801166400004,0.0462620281273131,0.050464660346274406
FY 2024-25,Madhya Pradesh,"Poverty, Eradicating Hunger, Malnutrition",432707912.29,179,2417362.6384916203,350699.99999999994,65889865.0,5000.0,43.270791229000004,0.24173626384916203,0.06624722427831237,0.03641852624782164
FY 2024-25,Madhya Pradesh,Vocational skills,287788930.02,93,3094504.6238709674,1133046.67,25000000.0,0.0,28.778893001999997,0.3094504623870967,0.03441894892672095,0.024221532364172783
FY 2024-25,Madhya Pradesh,Animal welfare,149309712.31,91,1640766.0693406593,500000.0,14876954.0,10250.0,14.930971231000001,0.16407660693406592,0.03367875647668394,0.012566536276258653
FY 2024-25,Madhya Pradesh,Conservation of natural resources,104797932.86,43,2437161.2293023258,748048.0,20401000.0,0.0,10.479793286,0.24371612293023256,0.015914137675795706,0.008820236839167135
FY 2024-25,Madhya Pradesh,Gender equality,88261957.2,21,4202950.342857143,1994718.24,36792530.0,100000.0,8.82619572,0.4202950342857143,0.007772020725388601,0.0074284992570647634
FY 2024-25,Madhya Pradesh,Women empowerment,84618131.71000001,56,1511038.0662500001,921955.5,10000000.0,0.0,8.461813171000001,0.151103806625,0.02072538860103627,0.007121819507328389
FY 2024-25,Madhya Pradesh,Art and culture,77752351.0,56,1388434.8392857143,351750.0,13750000.0,0.0,7.7752351,0.13884348392857143,0.02072538860103627,0.006543966392335323
FY 2024-25,Madhya Pradesh,Special education,67635439.96,47,1439051.9140425532,300000.0,10956769.0,500.0,6.763543995999999,0.1439051914042553,0.017394522575869726,0.0056924844115524365
FY 2024-25,Madhya Pradesh,Safe drinking water,66509458.37,52,1279028.045576923,314414.9849999995,12598596.0,8.11,6.650945837,0.12790280455769232,0.01924500370096225,0.005597717043253203
FY 2024-25,Madhya Pradesh,Sanitation,61169211.13,44,1390209.3438636365,579039.5,9500180.0,0.0,6.116921113,0.13902093438636365,0.01628423390081421,0.005148259271033281
FY 2024-25,Madhya Pradesh,Training to promote sports,25365700.9,43,589900.0209302325,201000.0,3989322.0,0.0,2.5365700899999997,0.05899000209302325,0.015914137675795706,0.002134884567125563
FY 2024-25,Madhya Pradesh,Senior Citizens Welfare,24723789.61,27,915695.9114814815,545750.0,3240000.0,2660.0,2.472378961,0.09156959114814815,0.00999259807549963,0.002080858600648735
FY 2024-25,Madhya Pradesh,Socio-economic equalities,20689460.0,20,1034473.0,75500.0,16000000.0,0.0,2.068946,0.1034473,0.007401924500370096,0.0017413123741501523
FY 2024-25,Madhya Pradesh,Agro forestry,15200000.0,3,5066666.666666667,5000000.0,5699999.999999999,4500000.0,1.52,0.5066666666666667,0.0011102886750555144,0.00127929622557004
FY 2024-25,Madhya Pradesh,Setting up homes and hostels for women,14279002.0,6,2379833.6666666665,1800000.0,6179400.0,79352.0,1.4279002,0.23798336666666664,0.0022205773501110288,0.00120178114233599
FY 2024-25,Madhya Pradesh,Slum area development,582700.0,5,116540.0,21800.0,500000.0,2599.9999999999995,0.05827,0.011654,0.001850481125092524,4.904249412103041e-05
FY 2024-25,Madhya Pradesh,"Armed Forces, Veterans, War Widows/ Dependants",507715.539999999,7,72530.79142857129,66415.539999999,151000.0,15000.0,0.0507715539999999,0.007253079142857129,0.0025906735751295338,4.273148513060877e-05
FY 2024-25,Madhya Pradesh,Setting up orphanage,507500.00000000006,1,507500.00000000006,507500.00000000006,507500.00000000006,507500.00000000006,0.05075,0.05075,0.0003700962250185048,4.271334437347338e-05
FY 2024-25,Maharashtra,Education,40000845730.22,8391,4767113.065215112,750000.0,6500000000.0,0.0,4000.0845730220003,0.47671130652151117,0.3668517466007957,0.4690600494693636
FY 2024-25,Maharashtra,Health care,19986299643.28,5361,3728091.707382951,764914.0,982050000.0,0.0,1998.629964328,0.3728091707382951,0.23438114807852053,0.23436441225801252
FY 2024-25,Maharashtra,Vocational skills,4090959591.16,751,5447349.655339547,1468100.0,412826968.87,0.0,409.09595911599996,0.5447349655339547,0.03283347177895335,0.047971628428770306
FY 2024-25,Maharashtra,Environmental sustainability,4036728322.27,1396,2891639.1993338107,855329.0,143600000.0,0.0,403.672832227,0.2891639199333811,0.06103265859310104,0.047335698832683994
FY 2024-25,Maharashtra,Rural development projects,2940224991.6,767,3833409.3762711864,761918.2,112850000.0,0.0,294.02249916,0.3833409376271186,0.033532986490622134,0.03447782302685254
FY 2024-25,Maharashtra,Livelihood enhancement projects,2678656270.17,746,3590692.05116622,600000.0,265190000.0,0.0,267.865627017,0.359069205116622,0.032614873431556855,0.03141060194255175
FY 2024-25,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition",2500733558.82,1248,2003792.915721154,500000.0,126200000.0,0.0,250.07335588200002,0.2003792915721154,0.054562147510164825,0.029324235160448835
FY 2024-25,Maharashtra,Training to promote sports,1364201341.1,529,2578830.51247637,500000.0,81029047.99999999,0.0,136.42013411,0.257883051247637,0.02312770515454903,0.01599697048552925
FY 2024-25,Maharashtra,Art and culture,1124933914.84,379,2968163.363693931,500000.0,210000000.0,0.0,112.49339148399999,0.29681633636939314,0.01656975473265422,0.013191260037434042
FY 2024-25,Maharashtra,Special education,1061229291.3,522,2033006.3051724136,600000.0,60101514.0,0.0,106.12292912999999,0.20330063051724137,0.02282166746819394,0.012444243485068382
FY 2024-25,Maharashtra,Conservation of natural resources,917206295.61,239,3837683.2452301257,1274946.0000000002,81021785.00000001,0.0,91.720629561,0.38376832452301257,0.010449001005552398,0.010755393355781235
FY 2024-25,Maharashtra,Animal welfare,907505281.02,630,1440484.573047619,400000.0,100000000.0,0.0,90.750528102,0.1440484573047619,0.027543391771958203,0.010641636801377918
FY 2024-25,Maharashtra,Women empowerment,866866074.19,499,1737206.5615030061,500000.0,51461729.0,0.0,86.68660741900001,0.1737206561503006,0.021816115070170068,0.010165091167952115
FY 2024-25,Maharashtra,Sanitation,510613516.84,212,2408554.324716981,600555.5,99950000.0,0.0,51.061351683999995,0.2408554324716981,0.009268569929611331,0.0059875834397109095
FY 2024-25,Maharashtra,Safe drinking water,487659479.87,192,2539893.124322917,503000.0,65000000.0,0.0,48.765947987,0.25398931243229167,0.008394176540025357,0.0057184185878154
FY 2024-25,Maharashtra,Socio-economic equalities,428634956.7,200,2143174.7835,471790.0,41334467.21,0.0,42.86349567,0.21431747834999998,0.008743933895859748,0.005026282077883825
FY 2024-25,Maharashtra,Gender equality,393884296.81,165,2387177.5564242424,864000.0,40199999.99999999,0.0,39.388429681,0.23871775564242426,0.0072137454640842915,0.004618787037478169
FY 2024-25,Maharashtra,Senior Citizens Welfare,366958897.73,278,1319996.0350000001,500000.0,41400000.0,0.0,36.695889773000005,0.1319996035,0.012154068115245048,0.004303052987512678
FY 2024-25,Maharashtra,Setting up orphanage,203597663.87,156,1305113.2299358975,372249.5,28000000.0,0.0,20.359766387,0.13051132299358975,0.006820268438770603,0.0023874377789607757
FY 2024-25,Maharashtra,"Armed Forces, Veterans, War Widows/ Dependants",162652335.03,53,3068911.981698113,500000.0,55000000.0,35000.0,16.265233503,0.3068911981698113,0.002317142482402833,0.0019073024813033045
FY 2024-25,Maharashtra,Setting up homes and hostels for women,109483771.15,86,1273067.106395349,515000.0,16359999.999999998,0.0,10.948377115000001,0.1273067106395349,0.0037598915752196913,0.001283834433353343
FY 2024-25,Maharashtra,Agro forestry,103416563.0,47,2200352.404255319,1000000.0,14008860.0,0.0,10.3416563,0.22003524042553188,0.0020548244655270408,0.0012126888137288581
FY 2024-25,Maharashtra,Slum area development,35439104.0,26,1363042.4615384615,300000.0,14700285.0,0.0,3.5439104,0.13630424615384615,0.0011367114064617671,0.0004155679104262403
FY 2024-25,Manipur,Education,153843783.86,37,4157940.1043243245,2393600.0,33407503.0,44000.0,15.384378386000002,0.41579401043243247,0.39361702127659576,0.45607623445744605
FY 2024-25,Manipur,Health care,107218168.67,18,5956564.926111111,2572054.3349999995,26839637.0,0.0,10.721816867,0.5956564926111111,0.19148936170212766,0.31785267760273167
FY 2024-25,Manipur,Training to promote sports,21086888.0,4,5271722.0,5075000.0,9836888.0,1100000.0,2.1086888,0.5271722,0.0425531914893617,0.06251294809686765
FY 2024-25,Manipur,Livelihood enhancement projects,14823626.239999998,5,2964725.2479999997,660493.239999999,9990008.0,0.0,1.4823626239999999,0.29647252479999997,0.05319148936170213,0.0439452506101652
FY 2024-25,Manipur,Rural development projects,13487446.0,10,1348744.6,307036.5,6899999.999999999,0.0,1.3487446,0.13487446,0.10638297872340426,0.039984089248129226
FY 2024-25,Manipur,Environmental sustainability,7866481.8999999985,3,2622160.633333333,1284981.899999999,5500000.0,1081500.0,0.7866481899999999,0.2622160633333333,0.031914893617021274,0.023320509632319793
FY 2024-25,Manipur,"Poverty, Eradicating Hunger, Malnutrition",6516000.0,4,1629000.0,1703000.0,2710000.0,400000.0,0.6516,0.1629,0.0425531914893617,0.01931695041009321
FY 2024-25,Manipur,Women empowerment,3670500.0,1,3670500.0,3670500.0,3670500.0,3670500.0,0.36705,0.36705,0.010638297872340425,0.010881348446937864
FY 2024-25,Manipur,Vocational skills,3555970.829999999,6,592661.8049999998,322046.69,2085764.05,0.0,0.3555970829999999,0.05926618049999998,0.06382978723404255,0.01054182200473419
FY 2024-25,Manipur,Conservation of natural resources,3540000.0,2,1770000.0,1770000.0,3540000.0,0.0,0.354,0.177,0.02127659574468085,0.010494475821321358
FY 2024-25,Manipur,Socio-economic equalities,1200000.0,1,1200000.0,1200000.0,1200000.0,1200000.0,0.12,0.12,0.010638297872340425,0.0035574494309563924
FY 2024-25,Manipur,Special education,500000.0,1,500000.0,500000.0,500000.0,500000.0,0.05,0.05,0.010638297872340425,0.0014822705962318301
FY 2024-25,Manipur,Sanitation,11460.000000000002,2,5730.000000000001,5730.000000000001,11460.000000000002,0.0,0.001146,0.000573,0.02127659574468085,3.397364206563355e-05
FY 2024-25,Meghalaya,Rural development projects,177627704.08,13,13663669.544615386,6924808.0,39179638.0,0.0,17.762770408,1.3663669544615387,0.09352517985611511,0.29051323179348953
FY 2024-25,Meghalaya,Education,140002260.6,38,3684270.0157894734,798500.0,27432723.0,0.0,14.00022606,0.36842700157894737,0.2733812949640288,0.2289761577224588
FY 2024-25,Meghalaya,Health care,87105372.12,25,3484214.8848,1500000.0,18759000.0,0.0,8.710537212,0.34842148848,0.17985611510791366,0.14246236696139883
FY 2024-25,Meghalaya,Training to promote sports,69446206.0,7,9920886.57142857,1720250.0,42183959.0,155000.0,6.9446206,0.9920886571428571,0.050359712230215826,0.11358049041589809
FY 2024-25,Meghalaya,Environmental sustainability,38725443.99,15,2581696.2660000003,1028000.0,15038000.0,150000.0,3.872544399,0.25816962660000004,0.1079136690647482,0.06333614423742016
FY 2024-25,Meghalaya,Livelihood enhancement projects,24414610.5,4,6103652.625,2152442.0,20051726.5,57999.99999999999,2.44146105,0.6103652625,0.02877697841726619,0.039930524554547084
FY 2024-25,Meghalaya,"Poverty, Eradicating Hunger, Malnutrition",22130701.64,10,2213070.164,1753447.3199999998,6156500.0,197715.0,2.213070164,0.2213070164,0.07194244604316546,0.03619515147478496
FY 2024-25,Meghalaya,Agro forestry,22025172.0,1,22025172.0,22025172.0,22025172.0,22025172.0,2.2025172,2.2025172,0.007194244604316547,0.036022555893903074
FY 2024-25,Meghalaya,Vocational skills,10152650.079999998,8,1269081.2599999998,394497.255,4753955.17,0.0,1.0152650079999999,0.12690812599999998,0.05755395683453238,0.016604837636593234
FY 2024-25,Meghalaya,Conservation of natural resources,8000000.0,1,8000000.0,8000000.0,8000000.0,8000000.0,0.8,0.8,0.007194244604316547,0.013084140598367384
FY 2024-25,Meghalaya,Women empowerment,7477415.0,3,2492471.6666666665,877000.0,6400415.0,200000.0,0.7477415,0.24924716666666666,0.02158273381294964,0.012229443646542658
FY 2024-25,Meghalaya,Sanitation,2915282.99,9,323920.33222222223,165000.0,955074.99,0.0,0.29152829900000005,0.03239203322222222,0.06474820143884892,0.004767996565648608
FY 2024-25,Meghalaya,Special education,844468.0,1,844468.0,844468.0,844468.0,844468.0,0.0844468,0.0844468,0.007194244604316547,0.0013811422553527636
FY 2024-25,Meghalaya,Art and culture,518955.0,2,259477.5,259477.5,509970.0,8985.0,0.0518955,0.02594775,0.014388489208633094,0.0008487600230282183
FY 2024-25,Meghalaya,Socio-economic equalities,21000.0,1,21000.0,21000.0,21000.0,21000.0,0.0021,0.0021,0.007194244604316547,3.4345869070714384e-05
FY 2024-25,Meghalaya,Safe drinking water,20000.0,1,20000.0,20000.0,20000.0,20000.0,0.002,0.002,0.007194244604316547,3.271035149591846e-05
FY 2024-25,Mizoram,Education,59528770.93,14,4252055.066428571,868570.0,39542213.0,76063.0,5.952877093,0.4252055066428571,0.2857142857142857,0.404812002820525
FY 2024-25,Mizoram,Health care,27942906.0,20,1397145.3,367085.0,9236854.0,0.0,2.7942906,0.13971453,0.40816326530612246,0.19001944044480654
FY 2024-25,Mizoram,Livelihood enhancement projects,23211566.88,1,23211566.88,23211566.88,23211566.88,23211566.88,2.321156688,2.321156688,0.02040816326530612,0.15784503409862966
FY 2024-25,Mizoram,Rural development projects,16517553.180000002,4,4129388.2950000004,918250.0,14650963.180000002,30090.0,1.6517553180000002,0.41293882950000005,0.08163265306122448,0.11232390119985856
FY 2024-25,Mizoram,Environmental sustainability,15583731.0,4,3895932.75,4027500.0,7032800.0,495931.0,1.5583731,0.389593275,0.08163265306122448,0.10597365373030225
FY 2024-25,Mizoram,Vocational skills,2825209.15,2,1412604.575,1412604.575,2679272.73,145936.42,0.282520915,0.1412604575,0.04081632653061224,0.019212198681931917
FY 2024-25,Mizoram,Sanitation,1293143.0,3,431047.6666666667,252103.00000000003,851040.0,190000.0,0.1293143,0.04310476666666667,0.061224489795918366,0.008793727798931094
FY 2024-25,Mizoram,"Poverty, Eradicating Hunger, Malnutrition",150000.0,1,150000.0,150000.0,150000.0,150000.0,0.015,0.015,0.02040816326530612,0.001020041225015071
FY 2024-25,NEC/Not mentioned,"Poverty, Eradicating Hunger, Malnutrition",2917163.0,1,2917163.0,2917163.0,2917163.0,2917163.0,0.2917163,0.2917163,1.0,1.0
FY 2024-25,Nagaland,Health care,134010102.89,24,5583754.287083333,3545221.5,36133000.0,306962.59,13.401010289,0.5583754287083333,0.34782608695652173,0.5003062750322343
FY 2024-25,Nagaland,Education,53787752.18,19,2830934.325263158,800000.0,19860000.0,0.0,5.378775218,0.2830934325263158,0.2753623188405797,0.20080836709469332
FY 2024-25,Nagaland,Rural development projects,47935557.13,9,5326173.014444444,878518.95,23533644.18,5358.0,4.793555713,0.5326173014444444,0.13043478260869565,0.17896008966570806
FY 2024-25,Nagaland,Environmental sustainability,12192059.0,2,6096029.5,6096029.5,8503798.0,3688261.0,1.2192059,0.60960295,0.028985507246376812,0.045517192299077025
FY 2024-25,Nagaland,"Poverty, Eradicating Hunger, Malnutrition",7855427.0,3,2618475.6666666665,2300000.0,5170887.0,384540.0,0.7855427,0.26184756666666664,0.043478260869565216,0.02932703830832526
FY 2024-25,Nagaland,Vocational skills,7048800.0,3,2349600.0,550000.0,6079000.0,419800.00000000006,0.70488,0.23496,0.043478260869565216,0.02631561945998901
FY 2024-25,Nagaland,Women empowerment,1500000.0,1,1500000.0,1500000.0,1500000.0,1500000.0,0.15,0.15,0.014492753623188406,0.005600021165302394
FY 2024-25,Nagaland,Special education,1188011.0,1,1188011.0,1188011.0,1188011.0,1188011.0,0.1188011,0.1188011,0.014492753623188406,0.004435257829741375
