company_name,financial_year,psu/non_psu,csr_state,csr_development_sector,csr_sub_development_sector,project_amount_spent_in_inr_cr,project_amount_spent_inr,project_amount_spent_inr_lakh
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Andhra Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.45576,4557600.0,45.576
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2843,2843000.0,28.43
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Bihar,Rural development projects,Rural Development,0.0996,995999.9999999999,9.959999999999999
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",4.3,43000000.0,430.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Jharkhand,Education,"Education, Differently Abled, Livelihood",0.097595,975950.0,9.759500000000001
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Kerala,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.995,9950000.0,99.5
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.9899831,9899831.0,98.99831
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Odisha,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.9,9000000.0,90.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.32,3200000.0,32.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Madhya Pradesh,Vocational skills,"Education, Differently Abled, Livelihood",0.4477,4477000.0,44.769999999999996
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Goa,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2487488,2487488.0,24.874879999999997
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Uttar Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",5.1903929,51903929.0,519.03929
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Uttarakhand,Education,"Education, Differently Abled, Livelihood",0.3859,3859000.0,38.59
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5889405,5889405.0,58.89405
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Jammu and Kashmir,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.7960996,7960996.0,79.60996
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Jharkhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5541905,5541905.0,55.419050000000006
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Himachal Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.330270474,3302704.7399999998,33.0270474
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Himachal Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2352,2352000.0,23.52
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.362881403,3628814.03,36.2881403
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.0797029780000003,20797029.78,207.97029780000003
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2505,2505000.0,25.05
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.5,25000000.0,250.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Manipur,Rural development projects,Rural Development,0.69,6899999.999999999,69.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Arunachal Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.24,2400000.0,24.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8116386,8116386.0,81.16386
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Kerala,Rural development projects,Rural Development,0.061,610000.0,6.1
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Chhattisgarh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4578971,4578971.0,45.78971
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Assam,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.5331823,15331823.0,153.31823
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.8212,8212000.0,82.12
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Telangana,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5775315,5775315.0,57.75315
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1016292199999999,1016292.1999999989,10.16292199999999
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Tamil Nadu,Vocational skills,"Education, Differently Abled, Livelihood",0.5732433,5732433.0,57.32433
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Andhra Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.94432,19443200.0,194.43200000000002
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Sikkim,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.193916,11939160.0,119.3916
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Education,"Education, Differently Abled, Livelihood",5.008808192,50088081.92,500.8808192
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Jammu and Kashmir,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5477,5477000.0,54.769999999999996
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Uttar Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.98,9800000.0,98.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Haryana,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2874355,2874355.0,28.743550000000003
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5668543,5668543.0,56.685430000000004
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1144367,1144367.0,11.443670000000001
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Assam,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.688,16880000.0,168.79999999999998
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8115132,8115132.0,81.15132
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5525054,5525054.0,55.25054
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2412767,2412767.0,24.127670000000002
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Art and culture,Heritage Art And Culture,0.5986436,5986436.000000001,59.864360000000005
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.154112,1541120.0,15.4112
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.19184,1918400.0,19.184
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2276,2276000.0,22.759999999999998
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Uttarakhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",3.745969,37459690.0,374.5969
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Manipur,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08,800000.0,8.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.354,3540000.0,35.4
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Odisha,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",3.487239,34872390.0,348.7239
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",5.363951,53639510.0,536.3951
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00501,50100.0,0.501
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00136,13600.000000000002,0.136
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00262,26200.0,0.262
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00146,14600.0,0.146
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0018,18000.0,0.18
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0011,11000.0,0.11
ORANGE BUSINESS SERVICES INDIA SOLUTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Haryana,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.2849,2849000.0,28.49
ORANGE BUSINESS SERVICES INDIA SOLUTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.1145865,1145865.0,11.458649999999999
PUSHPAK AIRPORT LEASING SOLUTION PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Education,"Education, Differently Abled, Livelihood",0.2320253,2320253.0,23.20253
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Slum area development,Slum area development,0.0468,468000.0,4.68
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Rural development projects,Rural Development,0.02,200000.0,2.0
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Rural development projects,Rural Development,0.0347,347000.0,3.47
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Rural development projects,Rural Development,0.012537,125370.0,1.2537
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Rural development projects,Rural Development,0.0,0.0,0.0
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Special education,"Education, Differently Abled, Livelihood",0.3192,3192000.0,31.919999999999998
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Rural development projects,Rural Development,0.017759,177590.0,1.7759
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0089015,89015.0,0.89015
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.0444,444000.0,4.44
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Slum area development,Slum area development,0.0444,444000.0,4.44
BONAI INDUSTRIAL CO LTD,FY 2024-25,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02,200000.0,2.0
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.2575058,2575058.0,25.75058
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.205,2049999.9999999998,20.5
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.33,3300000.0,33.0
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.5503848,5503848.0,55.03848
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.5,5000000.0,50.0
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.6521476,6521476.000000001,65.21476
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.5,5000000.0,50.0
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.29718,2971800.0,29.718
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",1.06,10600000.0,106.0
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.66,6600000.0,66.0
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.836,8360000.0,83.6
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.352,3520000.0,35.199999999999996
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.825,8250000.0,82.5
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.7102868,7102868.0,71.02868
SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.675,6750000.0,67.5
METRO RETAIL PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",1.0114028,10114028.0,101.14027999999999
PTC CABLES PVT LTD,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.14755,1475499.9999999998,14.754999999999999
SHOURMYA INTERNATIONAL LOGISTICS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Vocational skills,"Education, Differently Abled, Livelihood",0.041,410000.0,4.1000000000000005
J.P. MORGAN SECURITIES INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Vocational skills,"Education, Differently Abled, Livelihood",0.8,8000000.0,80.0
AUTOMAX CONSTRUCTIONS LIMITED,FY 2024-25,Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.039,390000.0,3.9
APL APOLLO TUBES LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0168,168000.0,1.68
APL APOLLO TUBES LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2081763,2081763.0,20.81763
APL APOLLO TUBES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0575,575000.0,5.75
APL APOLLO TUBES LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0,0.0,0.0
ONEXTEL LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Education,"Education, Differently Abled, Livelihood",0.282654733,2826547.33,28.2654733
MACEDON VINIMAY PVT.LTD.,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.095084,950840.0,9.5084
MBL INFRASTRUCTURE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",0.1466,1466000.0,14.66
SHIPARA ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.048,480000.0,4.8
SHIPARA ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.12,1200000.0,12.0
SHIPARA ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
WOLTERS KLUWER (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Rural development projects,Rural Development,0.1675695,1675695.0,16.75695
B-ONE BUSINESS HOUSE PRIVATE LIMITED,FY 2024-25,Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.42,4200000.0,42.0
HALEON INDIA CONSUMER HEALTH PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",1.1052948,11052948.0,110.52948
HALEON INDIA CONSUMER HEALTH PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.35,3500000.0,35.0
HALEON INDIA CONSUMER HEALTH PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1939069,1939069.0,19.39069
B C MOHANTY AND SONS PVT LTD,FY 2024-25,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1026428,1026428.0000000001,10.264280000000001
B C MOHANTY AND SONS PVT LTD,FY 2024-25,Non-PSU,Odisha,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.2942972,2942972.0,29.42972
B C MOHANTY AND SONS PVT LTD,FY 2024-25,Non-PSU,Odisha,Rural development projects,Rural Development,0.243453,2434530.0,24.3453
QUEST GLOBAL ENGINEERING SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.05,500000.0,5.0
QUEST GLOBAL ENGINEERING SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.02,200000.0,2.0
INFINERA COMMUNICATION INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Special education,"Education, Differently Abled, Livelihood",0.06,600000.0,6.0
